Player,Debut,Age,Yrs,TOT_G,TOT_MP,TOT_FG,TOT_FGA,TOT_3P,TOT_3PA,TOT_FT,TOT_FTA,TOT_ORB,TOT_TRB,TOT_AST,TOT_STL,TOT_BLK,TOT_TOV,TOT_PF,TOT_PTS,FG%,3P%,FT%,PG_MP,PG_PTS,PG_TRB,PG_AST,PG_STL,PG_BLK,Season,League
Jared Butler,"Oct 20, '21, UTA vs. OKC",21,1,42,360,61,151,28,88,11,16,5,45,63,17,8,33,47,161,.404,.318,.688,8.6,3.8,1.1,1.5,0.4,0.2,2021-22,NBA
Ahmad Caver,"Jan 5, '22, IND vs. BRK",25,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.000,,,1.0,2.0,0.0,0.0,0.0,0.0,2021-22,NBA
Justin Champagnie,"Oct 22, '21, TOR @ BOS",20,1,36,281,31,67,10,28,9,9,37,72,11,8,4,8,32,81,.463,.357,1.000,7.8,2.3,2.0,0.3,0.2,0.1,2021-22,NBA
Josh Christopher,"Oct 20, '21, HOU @ MIN",20,1,74,1334,224,500,56,189,83,113,52,186,150,65,13,114,97,587,.448,.296,.735,18.0,7.9,2.5,2.0,0.9,0.2,2021-22,NBA
Sharife Cooper,"Oct 21, '21, ATL vs. DAL",20,1,13,39,3,14,1,6,0,0,0,5,5,0,0,5,1,7,.214,.167,,3.0,0.5,0.4,0.4,0.0,0.0,2021-22,NBA
Petr Cornelie,"Oct 25, '21, DEN vs. CLE",26,1,13,38,5,15,1,8,3,4,7,14,3,1,1,4,7,14,.333,.125,.750,2.9,1.1,1.1,0.2,0.1,0.1,2021-22,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2021-22,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2021-22,NBA
Jarron Cumberland,"Dec 27, '21, POR vs. DAL",24,1,3,12,1,2,0,1,0,0,1,3,1,0,0,0,2,2,.500,.000,,4.0,0.7,1.0,0.3,0.0,0.0,2021-22,NBA
Cade Cunningham,"Oct 30, '21, DET vs. ORL",20,1,64,2088,429,1031,114,363,142,168,58,354,356,78,43,234,200,1114,.416,.314,.845,32.6,17.4,5.5,5.6,1.2,0.7,2021-22,NBA
Javin DeLaurier,"Jan 1, '22, MIL vs. NOP",23,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,,,3.0,0.0,1.0,0.0,1.0,0.0,2021-22,NBA
Ayo Dosunmu,"Oct 20, '21, CHI @ DET",22,1,77,2110,278,535,70,186,53,78,27,214,256,60,29,108,182,679,.520,.376,.679,27.4,8.8,2.8,3.3,0.8,0.4,2021-22,NBA
Jeff Dowtin,"Nov 3, '21, GSW vs. CHO",24,1,9,108,8,26,1,9,2,2,8,18,10,5,1,5,5,19,.308,.111,1.000,12.0,2.1,2.0,1.1,0.6,0.1,2021-22,NBA
Chris Duarte,"Oct 20, '21, IND @ CHO",24,1,55,1541,268,621,94,255,90,112,41,226,114,56,10,90,95,720,.432,.369,.804,28.0,13.1,4.1,2.1,1.0,0.2,2021-22,NBA
David Duke Jr.,"Dec 8, '21, BRK @ HOU",22,1,22,341,39,108,9,37,17,21,30,67,17,14,7,9,36,104,.361,.243,.810,15.5,4.7,3.0,0.8,0.6,0.3,2021-22,NBA
Jaime Echenique,"Dec 30, '21, WAS vs. CLE",24,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,0.0,2021-22,NBA
Kessler Edwards,"Nov 16, '21, BRK vs. GSW",21,1,48,987,110,267,48,136,16,19,44,172,31,29,24,42,85,284,.412,.353,.842,20.6,5.9,3.6,0.6,0.6,0.5,2021-22,NBA
Rob Edwards,"Dec 29, '21, OKC @ PHO",25,1,2,11,1,4,1,4,0,0,0,3,0,0,0,1,0,3,.250,.250,,5.5,1.5,1.5,0.0,0.0,0.0,2021-22,NBA
Aleem Ford,"Dec 17, '21, ORL vs. MIA",24,1,5,74,6,20,2,15,0,0,2,15,2,1,0,4,7,14,.300,.133,,14.8,2.8,3.0,0.4,0.2,0.0,2021-22,NBA
Marcus Garrett,"Oct 21, '21, MIA vs. MIL",23,1,12,128,5,21,1,4,2,5,9,23,7,5,3,2,16,13,.238,.250,.400,10.7,1.1,1.9,0.6,0.4,0.3,2021-22,NBA
Usman Garuba,"Oct 20, '21, HOU @ MIN",19,1,24,239,19,44,5,20,5,7,21,83,17,10,11,6,28,48,.432,.250,.714,10.0,2.0,3.5,0.7,0.4,0.5,2021-22,NBA
Luka Garza,"Oct 23, '21, DET @ CHI",23,1,32,389,66,147,16,49,38,61,58,100,20,9,6,18,55,186,.449,.327,.623,12.2,5.8,3.1,0.6,0.3,0.2,2021-22,NBA
Josh Giddey,"Oct 20, '21, OKC @ UTA",19,1,54,1700,281,670,56,213,56,79,98,421,345,51,20,171,88,674,.419,.263,.709,31.5,12.5,7.8,6.4,0.9,0.4,2021-22,NBA
Jordan Goodwin,"Dec 28, '21, WAS @ MIA",23,1,2,6,0,3,0,1,0,0,0,1,0,0,0,0,1,0,.000,.000,,3.0,0.0,0.5,0.0,0.0,0.0,2021-22,NBA
Hassani Gravett,"Dec 17, '21, ORL vs. MIA",25,1,8,171,18,38,11,26,3,4,1,21,20,5,1,9,13,50,.474,.423,.750,21.4,6.3,2.6,2.5,0.6,0.1,2021-22,NBA
Jalen Green,"Oct 20, '21, HOU @ MIN",19,1,67,2138,406,954,157,458,188,236,33,226,176,44,18,135,103,1157,.426,.343,.797,31.9,17.3,3.4,2.6,0.7,0.3,2021-22,NBA
Quentin Grimes,"Oct 20, '21, NYK vs. BOS",21,1,46,786,95,235,72,189,13,19,24,94,44,31,11,28,72,275,.404,.381,.684,17.1,6.0,2.0,1.0,0.7,0.2,2021-22,NBA
Tyler Hall,"Dec 25, '21, NYK vs. ATL",24,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0,0.0,0.0,2021-22,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2021-22,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2021-22,NBA
Sam Hauser,"Nov 20, '21, BOS vs. OKC",24,1,26,158,23,50,19,44,0,0,5,29,10,1,2,2,7,65,.460,.432,,6.1,2.5,1.1,0.4,0.0,0.1,2021-22,NBA
Aaron Henry,"Oct 20, '21, PHI @ NOP",22,1,6,17,1,5,0,1,0,0,0,1,0,0,2,2,2,2,.200,.000,,2.8,0.3,0.2,0.0,0.0,0.3,2021-22,NBA
Malcolm Hill,"Dec 25, '21, ATL @ NYK",26,1,19,212,24,52,13,36,11,14,11,35,8,7,3,3,24,72,.462,.361,.786,11.2,3.8,1.8,0.4,0.4,0.2,2021-22,NBA
Jay Huff,"Nov 6, '21, LAL @ POR",23,1,4,20,0,3,0,2,0,0,1,4,1,1,1,1,1,0,.000,.000,,5.0,0.0,1.0,0.3,0.3,0.3,2021-22,NBA
Feron Hunt,"Apr 8, '22, NYK @ WAS",22,1,2,8,0,2,0,0,0,0,1,1,1,1,0,1,1,0,.000,,,4.0,0.0,0.5,0.5,0.5,0.0,2021-22,NBA
Bones Hyland,"Oct 25, '21, DEN vs. CLE",21,1,69,1310,230,571,131,358,107,125,14,188,191,41,20,86,153,698,.403,.366,.856,19.0,10.1,2.7,2.8,0.6,0.3,2021-22,NBA
Isaiah Jackson,"Oct 23, '21, IND vs. MIA",20,1,36,541,116,206,5,16,60,88,60,149,10,25,52,40,92,297,.563,.313,.682,15.0,8.3,4.1,0.3,0.7,1.4,2021-22,NBA
DeJon Jarreau,"Oct 29, '21, IND @ BRK",24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,2021-22,NBA
David Johnson,"Oct 27, '21, TOR vs. IND",20,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,.000,.000,,1.0,0.0,0.0,0.0,0.0,0.0,2021-22,NBA
Jalen Johnson,"Oct 21, '21, ATL vs. DAL",20,1,22,120,22,41,3,13,5,7,2,26,3,3,2,9,9,52,.537,.231,.714,5.5,2.4,1.2,0.1,0.1,0.1,2021-22,NBA
Keon Johnson,"Nov 7, '21, LAC vs. CHO",19,1,37,697,96,272,34,100,41,51,24,81,76,28,12,46,69,267,.353,.340,.804,18.8,7.2,2.2,2.1,0.8,0.3,2021-22,NBA
Carlik Jones,"Dec 23, '21, DAL vs. MIL",24,1,5,23,1,9,0,1,2,2,1,3,5,1,0,3,0,4,.111,.000,1.000,4.6,0.8,0.6,1.0,0.2,0.0,2021-22,NBA
Herbert Jones,"Oct 20, '21, NOP vs. PHI",23,1,78,2335,274,576,57,169,137,163,98,296,167,130,60,100,238,742,.476,.337,.840,29.9,9.5,3.8,2.1,1.7,0.8,2021-22,NBA
Kai Jones,"Oct 22, '21, CHO @ CLE",21,1,21,63,9,14,1,2,3,8,3,11,4,1,2,6,8,22,.643,.500,.375,3.0,1.0,0.5,0.2,0.0,0.1,2021-22,NBA
Georgios Kalaitzakis,"Oct 19, '21, MIL vs. BRK",23,1,13,214,31,67,10,26,14,30,6,21,12,11,2,20,19,86,.463,.385,.467,16.5,6.6,1.6,0.9,0.8,0.2,2021-22,NBA
Braxton Key,"Jan 7, '22, PHI vs. SAS",24,1,11,197,33,72,6,21,7,13,13,50,11,10,11,11,26,79,.458,.286,.538,17.9,7.2,4.5,1.0,0.9,1.0,2021-22,NBA
Corey Kispert,"Oct 22, '21, WAS vs. IND",22,1,77,1801,234,514,112,320,54,62,53,209,85,35,22,50,93,634,.455,.350,.871,23.4,8.2,2.7,1.1,0.5,0.3,2021-22,NBA
Vit Krejci,"Oct 20, '21, OKC @ UTA",21,1,30,690,68,167,32,98,19,22,18,101,57,19,8,29,65,187,.407,.327,.864,23.0,6.2,3.4,1.9,0.6,0.3,2021-22,NBA
Arnoldas Kulboka,"Dec 10, '21, CHO vs. SAC",24,1,2,5,0,1,0,1,0,0,0,0,0,0,0,0,1,0,.000,.000,,2.5,0.0,0.0,0.0,0.0,0.0,2021-22,NBA
Jonathan Kuminga,"Oct 30, '21, GSW vs. OKC",19,1,70,1185,236,460,50,149,130,190,54,234,64,31,22,74,146,652,.513,.336,.684,16.9,9.3,3.3,0.9,0.4,0.3,2021-22,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2021-22,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2021-22,NBA
Jock Landale,"Oct 20, '21, SAS vs. ORL",26,1,54,589,101,204,29,89,34,41,63,138,45,10,14,31,53,265,.495,.326,.829,10.9,4.9,2.6,0.8,0.2,0.3,2021-22,NBA
Scottie Lewis,"Dec 13, '21, CHO @ DAL",21,1,2,7,0,0,0,0,1,2,0,0,1,1,0,0,0,1,,,.500,3.5,0.5,0.0,0.5,0.5,0.0,2021-22,NBA
Isaiah Livers,"Dec 16, '21, DET @ IND",23,1,19,383,41,90,27,64,12,14,15,57,21,13,7,15,37,121,.456,.422,.857,20.2,6.4,3.0,1.1,0.7,0.4,2021-22,NBA
Gabriel Lundberg,"Apr 3, '22, PHO @ OKC",27,1,4,44,5,19,3,8,0,0,2,7,11,3,0,3,7,13,.263,.375,,11.0,3.3,1.8,2.8,0.8,0.0,2021-22,NBA
Sandro Mamukelashvili,"Oct 19, '21, MIL vs. BRK",22,1,41,407,57,115,22,52,18,22,35,82,22,9,9,15,28,154,.496,.423,.818,9.9,3.8,2.0,0.5,0.2,0.2,2021-22,NBA
Tre Mann,"Oct 20, '21, OKC @ UTA",20,1,60,1367,231,588,98,272,65,82,25,171,91,47,12,71,102,625,.393,.360,.793,22.8,10.4,2.9,1.5,0.8,0.2,2021-22,NBA
Miles McBride,"Oct 22, '21, NYK @ ORL",21,1,40,372,32,108,17,68,8,12,4,42,41,14,1,5,45,89,.296,.250,.667,9.3,2.2,1.1,1.0,0.4,0.0,2021-22,NBA
Mac McClung,"Dec 29, '21, CHI vs. ATL",23,1,2,25,3,6,1,3,1,1,0,3,1,1,1,3,5,8,.500,.333,1.000,12.5,4.0,1.5,0.5,0.5,0.5,2021-22,NBA
Cameron McGriff,"Dec 27, '21, POR vs. DAL",24,1,3,46,5,14,2,6,2,2,6,15,3,0,1,0,7,14,.357,.333,1.000,15.3,4.7,5.0,1.0,0.0,0.3,2021-22,NBA
JaQuori McLaughlin,"Nov 2, '21, DAL vs. MIA",24,1,4,11,0,2,0,1,0,0,0,0,2,0,0,0,1,0,.000,.000,,2.8,0.0,0.0,0.5,0.0,0.0,2021-22,NBA
Davion Mitchell,"Oct 20, '21, SAC @ POR",23,1,75,2076,352,843,101,320,56,85,33,166,313,55,24,114,141,861,.418,.316,.659,27.7,11.5,2.2,4.2,0.7,0.3,2021-22,NBA
Evan Mobley,"Oct 20, '21, CLE @ MEM",20,1,69,2331,422,830,23,92,167,252,143,570,174,56,115,133,147,1034,.508,.250,.663,33.8,15.0,8.3,2.5,0.8,1.7,2021-22,NBA
Moses Moody,"Oct 19, '21, GSW @ LAL",19,1,52,607,80,183,40,110,28,36,17,80,23,7,10,13,43,228,.437,.364,.778,11.7,4.4,1.5,0.4,0.1,0.2,2021-22,NBA
Xavier Moon,"Dec 27, '21, LAC vs. BRK",27,1,10,137,25,51,5,14,3,5,2,14,24,7,3,6,9,58,.490,.357,.600,13.7,5.8,1.4,2.4,0.7,0.3,2021-22,NBA
Ade Murkey,"Dec 22, '21, SAC vs. LAC",24,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,2021-22,NBA
Trey Murphy III,"Oct 20, '21, NOP vs. PHI",21,1,62,864,109,277,71,186,45,51,47,147,38,23,7,16,60,334,.394,.382,.882,13.9,5.4,2.4,0.6,0.4,0.1,2021-22,NBA
RJ Nembhard Jr.,"Oct 22, '21, CLE vs. CHO",22,1,14,63,6,18,0,2,3,4,3,7,12,1,0,3,2,15,.333,.000,.750,4.5,1.1,0.5,0.9,0.1,0.0,2021-22,NBA
Daishen Nix,"Nov 29, '21, HOU vs. OKC",19,1,24,261,27,67,7,26,16,30,7,33,40,15,0,26,21,77,.403,.269,.533,10.9,3.2,1.4,1.7,0.6,0.0,2021-22,NBA
Eugene Omoruyi,"Oct 29, '21, DAL @ DEN",24,1,4,18,2,5,1,2,2,4,2,7,2,0,0,0,2,7,.400,.500,.500,4.5,1.8,1.8,0.5,0.0,0.0,2021-22,NBA
Jaysean Paige,"Jan 1, '22, DET vs. SAS",27,1,1,7,0,3,0,2,0,0,0,1,1,0,0,1,2,0,.000,.000,,7.0,0.0,1.0,1.0,0.0,0.0,2021-22,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2021-22,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2021-22,NBA
Trayvon Palmer,"Dec 29, '21, DET vs. NYK",27,1,1,17,0,1,0,0,0,0,0,2,0,0,0,1,2,0,.000,,,17.0,0.0,2.0,0.0,0.0,0.0,2021-22,NBA
Kevin Pangos,"Oct 22, '21, CLE vs. CHO",29,1,24,166,15,46,6,26,3,4,2,11,30,3,0,7,11,39,.326,.231,.750,6.9,1.6,0.5,1.3,0.1,0.0,2021-22,NBA
Jamorko Pickett,"Oct 23, '21, DET @ CHI",24,1,13,176,18,50,13,39,1,2,6,32,7,0,7,5,12,50,.360,.333,.500,13.5,3.8,2.5,0.5,0.0,0.5,2021-22,NBA
Yves Pons,"Nov 12, '21, MEM vs. PHO",22,1,12,71,5,16,3,9,0,2,5,12,1,1,4,1,6,13,.313,.333,.000,5.9,1.1,1.0,0.1,0.1,0.3,2021-22,NBA
Micah Potter,"Jan 1, '22, DET vs. SAS",23,1,3,31,5,11,0,2,2,2,4,9,0,1,1,1,4,12,.455,.000,1.000,10.3,4.0,3.0,0.0,0.3,0.3,2021-22,NBA
Myles Powell,"Dec 20, '21, PHI @ BOS",24,1,11,52,5,17,1,6,2,2,1,6,3,1,0,3,8,13,.294,.167,1.000,4.7,1.2,0.5,0.3,0.1,0.0,2021-22,NBA
Joshua Primo,"Oct 20, '21, SAS vs. ORL",19,1,50,965,101,270,42,137,44,59,32,113,81,20,23,57,79,288,.374,.307,.746,19.3,5.8,2.3,1.6,0.4,0.5,2021-22,NBA
Trevelin Queen,"Dec 18, '21, HOU @ DET",24,1,10,74,15,33,9,24,4,4,7,16,4,5,1,7,6,43,.455,.375,1.000,7.4,4.3,1.6,0.4,0.5,0.1,2021-22,NBA
Neemias Queta,"Dec 17, '21, SAC vs. MEM",22,1,15,120,17,38,0,0,11,17,14,31,6,1,8,6,18,45,.447,,.647,8.0,3.0,2.1,0.4,0.1,0.5,2021-22,NBA
Austin Reaves,"Oct 22, '21, LAL vs. PHO",23,1,61,1418,146,318,53,167,99,118,45,193,110,29,20,40,87,444,.459,.317,.839,23.2,7.3,3.2,1.8,0.5,0.3,2021-22,NBA
Jeremiah Robinson-Earl,"Oct 20, '21, OKC @ UTA",21,1,49,1087,134,324,58,165,40,54,75,274,49,29,15,39,75,366,.414,.352,.741,22.2,7.5,5.6,1.0,0.6,0.3,2021-22,NBA
Matt Ryan,"Apr 10, '22, BOS @ MEM",24,1,1,5,1,5,1,5,0,0,0,0,0,1,0,0,0,3,.200,.200,,5.0,3.0,0.0,0.0,1.0,0.0,2021-22,NBA
Olivier Sarr,"Dec 28, '21, OKC @ SAC",22,1,22,421,58,101,13,29,24,29,34,93,19,6,15,22,52,153,.574,.448,.828,19.1,7.0,4.2,0.9,0.3,0.7,2021-22,NBA
Jordan Schakel,"Dec 26, '21, WAS vs. PHI",23,1,4,30,1,11,1,6,2,2,2,8,0,1,0,1,0,5,.091,.167,1.000,7.5,1.3,2.0,0.0,0.3,0.0,2021-22,NBA
Tre Scott,"Dec 22, '21, CLE @ BOS",25,1,2,11,3,6,0,1,0,0,1,2,0,1,1,0,2,6,.500,.000,,5.5,3.0,1.0,0.0,0.5,0.5,2021-22,NBA
Alperen Şengün,"Oct 20, '21, HOU @ MIN",19,1,72,1489,249,525,29,117,165,232,138,393,185,59,68,145,214,692,.474,.248,.711,20.7,9.6,5.5,2.6,0.8,0.9,2021-22,NBA
Day'Ron Sharpe,"Oct 24, '21, BRK vs. CHO",20,1,32,391,86,149,2,7,24,41,81,160,17,10,15,30,60,198,.577,.286,.585,12.2,6.2,5.0,0.5,0.3,0.5,2021-22,NBA
Marko Simonovic,"Nov 22, '21, CHI vs. IND",22,1,9,35,4,15,1,5,8,11,5,10,0,1,1,2,6,17,.267,.200,.727,3.9,1.9,1.1,0.0,0.1,0.1,2021-22,NBA
Zavier Simpson,"Apr 5, '22, OKC vs. POR",24,1,4,174,19,52,1,8,5,5,2,21,30,5,4,10,15,44,.365,.125,1.000,43.5,11.0,5.3,7.5,1.3,1.0,2021-22,NBA
Jericho Sims,"Oct 20, '21, NYK vs. BOS",23,1,41,555,39,54,0,0,12,29,61,169,21,11,22,20,66,90,.722,,.414,13.5,2.2,4.1,0.5,0.3,0.5,2021-22,NBA
,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,2021-22,NBA
Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK,2021-22,NBA
Javonte Smart,"Dec 4, '21, MIL vs. MIA",22,1,17,200,19,60,8,27,5,6,5,24,16,6,3,11,12,51,.317,.296,.833,11.8,3.0,1.4,0.9,0.4,0.2,2021-22,NBA
Xavier Sneed,"Dec 31, '21, MEM vs. SAS",24,1,9,39,2,10,1,8,0,0,2,6,1,0,0,0,2,5,.200,.125,,4.3,0.6,0.7,0.1,0.0,0.0,2021-22,NBA
Jaden Springer,"Oct 20, '21, PHI @ NOP",19,1,2,6,1,1,0,0,0,0,1,2,0,0,2,1,0,2,1.000,,,3.0,1.0,1.0,0.0,0.0,1.0,2021-22,NBA
Jalen Suggs,"Oct 20, '21, ORL @ SAS",20,1,48,1307,198,548,42,196,126,163,26,171,209,59,19,143,142,564,.361,.214,.773,27.2,11.8,3.6,4.4,1.2,0.4,2021-22,NBA
Craig Sword,"Dec 28, '21, WAS @ MIA",28,1,3,19,3,4,0,1,0,0,0,0,1,4,0,1,7,6,.750,.000,,6.3,2.0,0.0,0.3,1.3,0.0,2021-22,NBA
Keifer Sykes,"Dec 29, '21, IND vs. CHO",28,1,32,566,69,190,27,90,15,17,8,45,62,12,4,33,51,180,.363,.300,.882,17.7,5.6,1.4,1.9,0.4,0.1,2021-22,NBA
Terry Taylor,"Jan 5, '22, IND vs. BRK",22,1,33,714,135,220,12,38,36,51,95,172,41,14,8,23,61,318,.614,.316,.706,21.6,9.6,5.2,1.2,0.4,0.2,2021-22,NBA
Jon Teske,"Jan 3, '22, MEM @ BRK",24,1,3,8,0,1,0,0,0,2,0,2,1,1,0,0,1,0,.000,,.000,2.7,0.0,0.7,0.3,0.3,0.0,2021-22,NBA
Cam Thomas,"Oct 19, '21, BRK @ MIL",20,1,67,1176,218,503,47,174,87,105,16,161,78,33,8,55,66,570,.433,.270,.829,17.6,8.5,2.4,1.2,0.5,0.1,2021-22,NBA
JT Thor,"Oct 22, '21, CHO @ CLE",19,1,33,262,24,55,7,27,12,20,11,43,19,8,11,10,26,67,.436,.259,.600,7.9,2.0,1.3,0.6,0.2,0.3,2021-22,NBA
Isaiah Todd,"Oct 25, '21, WAS @ BRK",20,1,12,74,7,26,4,16,2,6,3,12,4,4,2,4,4,20,.269,.250,.333,6.2,1.7,1.0,0.3,0.3,0.2,2021-22,NBA
Franz Wagner,"Oct 20, '21, ORL @ SAS",20,1,79,2429,456,975,96,271,189,219,84,356,231,68,34,119,164,1197,.468,.354,.863,30.7,15.2,4.5,2.9,0.9,0.4,2021-22,NBA
Ish Wainright,"Nov 19, '21, PHO vs. DAL",27,1,45,359,41,104,19,59,7,12,27,54,15,20,6,13,49,108,.394,.322,.583,8.0,2.4,1.2,0.3,0.4,0.1,2021-22,NBA
M.J. Walker,"Dec 31, '21, PHO @ BOS",23,1,2,8,0,4,0,2,0,0,0,1,1,2,0,0,1,0,.000,.000,,4.0,0.0,0.5,0.5,1.0,0.0,2021-22,NBA
Duane Washington Jr.,"Oct 29, '21, IND @ BRK",21,1,48,968,173,427,81,215,46,61,4,83,85,26,3,57,66,473,.405,.377,.754,20.2,9.9,1.7,1.8,0.5,0.1,2021-22,NBA
Lindy Waters III,"Feb 11, '22, OKC @ PHI",24,1,25,465,71,175,53,146,4,5,6,73,24,19,8,11,31,199,.406,.363,.800,18.6,8.0,2.9,1.0,0.8,0.3,2021-22,NBA
Trendon Watford,"Nov 14, '21, POR @ DEN",21,1,48,869,142,267,9,38,71,94,57,199,81,25,28,44,116,364,.532,.237,.755,18.1,7.6,4.1,1.7,0.5,0.6,2021-22,NBA
